time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
165.6667,22.21,44.2,0.9900,-1.142,-1.131
165.8333,22.10,44.1,0.9900,-1.145,-1.134
166.0000,22.57,46.2,0.9900,-1.146,-1.134
166.1667,22.83,44.7,0.9900,-1.147,-1.135
166.3333,22.93,45.2,0.9900,-1.145,-1.134
166.5000,22.73,44.4,0.9900,-1.140,-1.128
166.6667,22.78,43.1,0.9900,-1.146,-1.135
166.8333,22.71,43.3,0.9900,-1.141,-1.130
167.0000,22.96,42.8,0.9900,-1.146,-1.135
167.1667,22.87,43.8,0.9900,-1.147,-1.136
167.3333,22.97,41.4,0.9900,-1.142,-1.130
167.5000,23.25,43.1,0.9900,-1.144,-1.133
167.6667,22.89,41.8,0.9900,-1.146,-1.134
167.8333,23.39,41.4,0.9900,-1.146,-1.134
168.0000,23.43,41.7,0.9900,-1.146,-1.134
