time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
165.6667,64.55,84.5,0.9900,-1.155,-1.143
165.8333,64.27,84.2,0.9900,-1.160,-1.148
166.0000,65.16,85.4,0.9900,-1.153,-1.142
166.1667,65.44,84.8,0.9900,-1.159,-1.148
166.3333,64.94,84.9,0.9900,-1.157,-1.146
166.5000,65.27,85.3,0.9900,-1.157,-1.146
166.6667,64.98,84.7,0.9900,-1.157,-1.146
166.8333,64.61,85.1,0.9900,-1.158,-1.147
167.0000,65.32,85.1,0.9900,-1.159,-1.148
167.1667,65.26,85.2,0.9900,-1.158,-1.146
167.3333,64.86,85.5,0.9900,-1.158,-1.146
167.5000,64.65,85.0,0.9900,-1.156,-1.145
167.6667,64.93,85.8,0.9900,-1.154,-1.142
167.8333,65.06,86.4,0.9900,-1.157,-1.146
168.0000,65.23,83.3,0.9900,-1.153,-1.141
