time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
165.6667,64.93,45.1,0.9900,-1.147,-1.136
165.8333,65.72,45.5,0.9900,-1.155,-1.144
166.0000,65.38,44.7,0.9900,-1.152,-1.141
166.1667,65.55,44.9,0.9900,-1.152,-1.140
166.3333,64.98,44.0,0.9900,-1.154,-1.142
166.5000,64.88,42.9,0.9900,-1.154,-1.143
166.6667,65.29,43.2,0.9900,-1.153,-1.141
166.8333,64.66,43.3,0.9900,-1.152,-1.140
167.0000,64.82,43.4,0.9900,-1.154,-1.142
167.1667,65.07,42.1,0.9900,-1.155,-1.144
167.3333,65.02,43.4,0.9900,-1.150,-1.138
167.5000,65.08,42.3,0.9900,-1.152,-1.141
167.6667,65.00,42.8,0.9900,-1.151,-1.139
167.8333,65.09,41.5,0.9900,-1.155,-1.144
168.0000,64.84,41.4,0.9900,-1.149,-1.138
